               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 143,             0.01793,            0.011721,           0.0011743,             0.90476,             0.86711,             0.91223,             0.76297,            0.020148,           0.0076124,           0.0016853,            0.005314,            0.005314,            0.005314
                 144,            0.017479,            0.010411,           0.0010608,             0.89963,             0.87096,             0.91138,             0.76515,            0.020086,           0.0075651,           0.0016398,            0.005281,            0.005281,            0.005281
                 145,            0.017461,            0.010574,           0.0010611,             0.90438,             0.86544,             0.91116,             0.76368,            0.020156,           0.0075457,           0.0017402,            0.005248,            0.005248,            0.005248
                 146,            0.017561,            0.010549,           0.0012168,             0.89809,             0.86048,             0.91033,              0.7644,            0.020077,           0.0075869,           0.0015711,            0.005215,            0.005215,            0.005215
                 147,            0.017357,           0.0098146,           0.0011726,             0.89031,             0.86935,             0.90544,             0.76185,            0.020105,           0.0076352,           0.0014875,            0.005182,            0.005182,            0.005182
                 148,            0.017544,            0.010843,           0.0012508,             0.88893,             0.87325,             0.91009,             0.76348,            0.020101,           0.0075484,           0.0015189,            0.005149,            0.005149,            0.005149
                 149,            0.017109,            0.010687,           0.0011345,             0.88574,             0.87672,             0.90921,             0.76288,            0.020203,           0.0076462,           0.0015557,            0.005116,            0.005116,            0.005116
                 150,            0.017685,            0.011735,           0.0010774,             0.88844,             0.86773,             0.90596,               0.759,            0.020095,           0.0076231,           0.0016676,            0.005083,            0.005083,            0.005083
                 151,            0.017191,            0.010112,           0.0010923,             0.88287,             0.86981,              0.9091,             0.75949,              0.0202,           0.0075369,           0.0014342,             0.00505,             0.00505,             0.00505
                 152,            0.017415,            0.010299,           0.0011847,             0.89462,             0.85723,             0.90892,             0.76335,            0.020216,           0.0075289,           0.0013766,            0.005017,            0.005017,            0.005017
                 153,             0.01711,            0.010697,           0.0010596,             0.88622,             0.86652,             0.90818,             0.76033,            0.020183,           0.0075271,           0.0014743,            0.004984,            0.004984,            0.004984
