               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  95,            0.028109,             0.01658,            0.002993,             0.86218,             0.80599,             0.87242,             0.66028,            0.025967,           0.0086585,           0.0025593,            0.006898,            0.006898,            0.006898
                  96,            0.028001,            0.017955,           0.0029379,             0.86868,             0.78268,             0.86679,             0.65207,            0.026175,           0.0088467,            0.002889,            0.006865,            0.006865,            0.006865
                  97,            0.028237,            0.017036,           0.0031178,             0.84763,             0.80119,             0.87006,             0.65217,            0.026096,           0.0088025,           0.0028001,            0.006832,            0.006832,            0.006832
                  98,            0.027839,            0.017003,           0.0030178,              0.8485,             0.80559,             0.86786,             0.66078,            0.025677,           0.0086382,           0.0028664,            0.006799,            0.006799,            0.006799
                  99,            0.028112,            0.017316,           0.0033884,             0.86433,             0.78024,             0.86776,             0.65665,            0.026233,           0.0087486,           0.0030245,            0.006766,            0.006766,            0.006766
                 100,             0.02814,            0.016998,           0.0030386,             0.85929,             0.77474,             0.86871,             0.65638,            0.026025,           0.0087247,           0.0029564,            0.006733,            0.006733,            0.006733
                 101,            0.027836,            0.016866,           0.0028989,             0.87152,             0.77838,             0.87376,             0.66038,            0.025677,           0.0086616,           0.0024073,              0.0067,              0.0067,              0.0067
                 102,            0.028174,            0.018112,           0.0029042,             0.87332,             0.78167,             0.87357,             0.66562,            0.025947,           0.0085645,           0.0027056,            0.006667,            0.006667,            0.006667
                 103,            0.027855,            0.016753,           0.0032905,             0.87396,             0.78327,             0.87184,             0.65924,            0.025847,           0.0085972,           0.0033736,            0.006634,            0.006634,            0.006634
                 104,            0.027915,            0.017288,           0.0030533,             0.85297,             0.78668,             0.87218,             0.66141,            0.025714,           0.0087353,           0.0031594,            0.006601,            0.006601,            0.006601
                 105,            0.027547,            0.016685,             0.00291,             0.84222,             0.81696,             0.87242,             0.66315,            0.025328,           0.0086083,           0.0028882,            0.006568,            0.006568,            0.006568
                 106,            0.028072,            0.017833,           0.0031715,             0.88254,             0.77381,             0.86908,             0.66108,            0.025408,           0.0085742,           0.0031287,            0.006535,            0.006535,            0.006535
                 107,            0.027986,            0.016805,           0.0028197,             0.85419,             0.80644,             0.88017,             0.66553,            0.025569,           0.0085359,           0.0023357,            0.006502,            0.006502,            0.006502
                 108,            0.027871,            0.017614,           0.0031215,             0.83975,             0.81313,             0.87416,              0.6596,            0.025708,           0.0084888,            0.002425,            0.006469,            0.006469,            0.006469
                 109,            0.027756,            0.016531,           0.0028276,             0.83902,             0.81164,             0.87365,             0.66065,            0.025866,           0.0085712,           0.0026144,            0.006436,            0.006436,            0.006436
                 110,            0.027948,            0.017046,           0.0027878,             0.87071,             0.80015,             0.87936,             0.67014,            0.025295,           0.0085121,           0.0025421,            0.006403,            0.006403,            0.006403
                 111,            0.027511,            0.017869,           0.0027548,             0.84677,             0.80637,             0.88008,             0.66436,            0.025463,           0.0086127,           0.0027346,             0.00637,             0.00637,             0.00637
                 112,            0.026969,            0.015645,            0.003034,             0.86208,             0.79858,             0.87704,             0.67159,            0.025162,           0.0084937,           0.0022311,            0.006337,            0.006337,            0.006337
                 113,            0.027293,             0.01709,           0.0028976,             0.81071,             0.83289,             0.87574,             0.67034,             0.02518,            0.008568,           0.0026479,            0.006304,            0.006304,            0.006304
                 114,            0.027261,            0.016451,           0.0026998,             0.82643,             0.82943,             0.87933,             0.66627,            0.025216,           0.0085309,           0.0023269,            0.006271,            0.006271,            0.006271
                 115,            0.027403,            0.016948,           0.0028773,             0.87747,             0.79314,             0.87751,             0.67118,            0.024942,           0.0084993,            0.002326,            0.006238,            0.006238,            0.006238
