               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 113,            0.027344,             0.01647,           0.0028147,             0.87348,             0.80255,             0.87637,              0.6678,            0.025337,           0.0085211,           0.0028314,            0.006304,            0.006304,            0.006304
                 114,            0.027623,            0.017495,           0.0029459,             0.84269,             0.81427,             0.87735,             0.66904,            0.025587,           0.0084752,           0.0027032,            0.006271,            0.006271,            0.006271
                 115,            0.027288,            0.015818,           0.0028129,             0.85113,             0.82363,             0.88071,             0.66352,            0.025832,           0.0083435,           0.0034019,            0.006238,            0.006238,            0.006238
                 116,            0.027767,            0.018001,           0.0030721,             0.86842,              0.7991,             0.87205,             0.65947,            0.025825,            0.008476,           0.0031849,            0.006205,            0.006205,            0.006205
                 117,            0.027272,            0.016228,           0.0028014,             0.83765,              0.8114,             0.87298,             0.66195,            0.025793,           0.0086661,           0.0027178,            0.006172,            0.006172,            0.006172
                 118,             0.02723,            0.016605,           0.0029137,             0.87373,              0.8036,              0.8768,             0.66864,             0.02558,           0.0083585,           0.0027634,            0.006139,            0.006139,            0.006139
                 119,            0.027483,            0.017977,           0.0027149,             0.86499,             0.81913,             0.87558,             0.67336,            0.025524,           0.0082965,           0.0029427,            0.006106,            0.006106,            0.006106
                 120,            0.026956,            0.016808,           0.0029702,             0.87624,              0.7837,             0.87088,             0.66846,            0.025609,           0.0083754,           0.0028262,            0.006073,            0.006073,            0.006073
                 121,            0.026987,            0.015863,           0.0029203,             0.83746,             0.83234,             0.88057,             0.67854,             0.02533,           0.0082927,           0.0032688,             0.00604,             0.00604,             0.00604
                 122,            0.026799,            0.016078,           0.0027899,             0.86259,              0.8213,             0.88932,             0.68072,            0.025347,           0.0082775,           0.0029151,            0.006007,            0.006007,            0.006007
                 123,              0.0271,            0.016854,           0.0027787,             0.83894,              0.8341,             0.88158,             0.67515,            0.025343,           0.0083255,            0.002881,            0.005974,            0.005974,            0.005974
